epoch,train_loss,tran_acc,val_loss,val_acc,sav_version
0,3.802054508677069,0.18709504406607586,3.5280269276012075,0.230602867829937,1
1,3.165849567482034,0.23038206044360365,3.3196784908121284,0.23088808177192963,2
2,2.9409043302257922,0.24120363114298607,3.219793276353316,0.24000315687882665,3
3,2.827542255100623,0.24788227003782323,3.1753752448342065,0.23346264358346885,4
4,2.7611426342003953,0.25435982782061034,3.124915599822998,0.23811733181221664,5
5,2.699292918216712,0.2609390883010378,3.095358447595076,0.2434532117348347,6
6,2.6364601500856324,0.2705056669305652,3.0716746395284478,0.24334531487022293,7
7,2.5721725705966327,0.28049816289574475,3.019849332896146,0.24999198562309577,8
8,2.463384614391556,0.2997642678421661,2.95140447399833,0.26323621954482535,9
9,2.3227873580533482,0.32732552282894517,2.9007159254767676,0.2747529727844011,10
10,2.2252967735915403,0.34725501446570955,2.8673953359777276,0.28954670575577673,11
11,2.146020777843011,0.36721047346581404,2.808891025456515,0.3011545371112378,12
12,2.080107280565985,0.38269819118066195,2.7649506980722602,0.3056255680485273,13
13,2.01568787625478,0.400039939555224,2.716031800616871,0.323751588352283,14
14,1.9501262911392525,0.4187428794457455,2.6456190781159834,0.33597221919883596,15
15,1.8925816751058064,0.435236495041422,2.6154755462299693,0.34710808400944065,16
16,1.827841237724134,0.4521375967371317,2.583002112128518,0.3639487078339103,17
17,1.7606096022329445,0.4730421316117411,2.5102425813674927,0.3830428284375575,18
18,1.6944074461022536,0.4902099622216556,2.4601288600401445,0.401955321582389,19
19,1.6297599473907445,0.5087721508218921,2.3937501148744063,0.4176683480733716,20
20,1.5701405323185602,0.5234333545677076,2.315049734982577,0.4346245635880482,21
21,1.5196613196034374,0.5370516433026453,2.277487646449696,0.4454381681381353,22
22,1.4652506724434489,0.55010060123777,2.2200516137209805,0.4560969905477696,23
23,1.4102552395128671,0.5641500008517956,2.153310250152241,0.4734279001793869,24
24,1.3725089619948974,0.5743577004876741,2.1202462423931467,0.4857672953717334,25
25,1.3219145450542966,0.5884060661377122,2.04992737011476,0.5016484928045507,26
26,1.2809767124992293,0.5992143108748402,2.034548748623241,0.5072390344316582,27
27,1.2380407220503478,0.6128673639723584,1.9763041897253557,0.5204110275187572,28
28,1.202966937581221,0.6229025370369632,1.9307034503329883,0.536529147737308,29
29,1.163908281620739,0.6344896364087171,1.8921177495609631,0.5521463578059632,30
30,1.130057103229019,0.6440741309894579,1.8292130069299177,0.5661032752189864,31
31,1.1029881200087008,0.6512634677669926,1.788530019196597,0.5762491459972024,32
32,1.0714803388147371,0.6613426183344215,1.7557487271048806,0.5830659911981741,33
33,1.0487598856562816,0.6684321203073639,1.7421053593808955,0.5901381297687428,34
34,1.0261156418924675,0.675568366304569,1.690384561365301,0.6006157900386087,35
35,1.0042609480396552,0.6822143688908362,1.6871643499894575,0.6001372726466151,36
36,0.9880784676373516,0.6883940963136624,1.6432187286290256,0.6147504445504377,37
37,0.9731835536850459,0.6923967773424649,1.61473149061203,0.6195109649806786,38
38,0.9571742797797581,0.6981578329676271,1.630940626968037,0.6230298632263794,38
39,0.941659925732359,0.7034710439454203,1.5958589315414429,0.6277233423786857,39
40,0.929278291212347,0.7084566697598531,1.5619359070604497,0.6348320250609575,40
41,0.9192289805126027,0.7120055238400593,1.5525711449709805,0.635812100482998,41
42,0.9013084600556571,0.7178278989112497,1.5460952032696118,0.6435160721368797,42
43,0.8900729832886423,0.7217815716319244,1.519957341931083,0.6484057078132085,43
44,0.8766229808023822,0.7268886766257591,1.5094030987132678,0.652811282994869,44
45,0.8653057237023146,0.7316803577925736,1.5079659060998396,0.6551362683943278,45
46,0.8556075952883241,0.7344134905309937,1.5336347439072349,0.6527607781440069,45
47,0.8425026077962453,0.7386622701223995,1.5008477731184526,0.6579393729994493,46
48,0.8383784336045921,0.7412709790981034,1.4607077403502031,0.6690741402787688,47
49,0.8293237285385001,0.7438894416938061,1.4988741224462336,0.6630612273833907,47
50,0.8204958874406373,0.746106693180153,1.4582040255719966,0.668906322828556,48
51,0.8145454743714112,0.7485486260640389,1.4440501819957385,0.6754411671457609,49
52,0.8020702025902618,0.7523202177627062,1.4600201790983027,0.6730003606227973,49
53,0.7977576831397225,0.7541560683982803,1.4316302646290173,0.6815262405339432,50
54,0.7919894322931869,0.7560939165256008,1.415835591879758,0.68379079066979,51
55,0.7847161538400536,0.7591255408291723,1.4168133031238208,0.6830024516643686,51
56,0.7790894946962033,0.76061955089751,1.388986278663982,0.6879369252195952,52
57,0.7736567701524568,0.7619745521161913,1.4081434444947676,0.6864808648176022,52
58,0.7648874597933852,0.7652748676004512,1.4093047705563633,0.6852146281939571,52
59,0.7622214939132154,0.7660994494362244,1.4062674912539395,0.6821868216786595,52
60,0.7548214693012205,0.7683916025971308,1.380542820150202,0.6931619685863614,53
61,0.7502532035981402,0.7701915766252656,1.3702822056683628,0.6899163345890682,54
62,0.7451196197375629,0.771998975753268,1.37994276935404,0.6940764687178592,54
63,0.7381793276932391,0.7742929192062703,1.3909965807741338,0.6943847482745711,54
64,0.7377780570583115,0.773526781750201,1.3857079581780867,0.6939599437048972,54
65,0.7318770354853281,0.7762437252492079,1.3631612929430874,0.7000655989754446,55
66,0.7295721556678235,0.777072406948357,1.3506774577227505,0.7014272452961443,56
67,0.7252095389734206,0.7782602000895901,1.4030661149458452,0.6976508583849493,56
68,0.722295461756083,0.7796165748052332,1.3530531525611877,0.7057457127061633,56
