epoch,train_loss,tran_acc,val_loss,val_acc,sav_version
0,2.7164185104402834,0.3248124326086815,2.945071426304904,0.275207498900703,1
1,2.1885504841191077,0.39546662050980286,2.6913346485658125,0.27997019247321187,2
2,2.017226567808187,0.4261203772954691,2.575613921338862,0.3315624410063137,3
3,1.8970392365807325,0.4521839422149966,2.5375294360247524,0.33511785562154306,4
4,1.810834994651441,0.47054155381906193,2.4668005379763516,0.3476932345106397,5
5,1.7403664368094547,0.48520221905831984,2.395495663989674,0.3713948140223186,6
6,1.649426089347329,0.5052436050907116,2.319397135214372,0.38813405711680776,7
7,1.5641384459073506,0.5257176588735092,2.2758949236436323,0.4033391066529177,8
8,1.452927911363376,0.5512156192469294,2.1548896811225196,0.42507785345616306,9
9,1.3460868707447478,0.5761119627613956,2.0546828670935198,0.45713553690664716,10
10,1.2353965287347601,0.600387559033191,1.9163625240325928,0.4896668767142179,11
11,1.1453805354201774,0.6208594420964973,1.8203828172250227,0.5071293180231243,12
12,1.0789465721230156,0.6367714801765906,1.7613782340830022,0.5240145057527578,13
13,1.03359101464777,0.6485977532274947,1.717129030010917,0.5307885913706871,14
14,0.9913367594290352,0.6604714672428482,1.6393254074183377,0.5490832884827778,15
15,0.9586463147330243,0.6706878131784278,1.6391308090903542,0.5552055796538994,16
16,0.9287680758620208,0.6797667772545687,1.5706314932216296,0.5700399518606093,17
17,0.9084034256419841,0.686359515893593,1.5232717449014836,0.5770812118360962,18
18,0.8802369405638497,0.695048350551304,1.5056004470044917,0.5831318603369795,19
19,0.8686407574454057,0.699222434831446,1.4459212313998828,0.5957921869260827,20
20,0.8466340824833865,0.7065531498472688,1.4122371565211902,0.6076959584142633,21
21,0.8356226156649418,0.7101644824805127,1.3971286795356057,0.6100636968598657,22
22,0.8173195081754983,0.7160046854306333,1.342138946056366,0.6226309108824386,23
23,0.8003117231521149,0.7225376506150515,1.3577293916182085,0.6259685409429262,23
24,0.7883107156123755,0.7249816241233805,1.3559451645070857,0.6254016412448438,23
25,0.7819978902515784,0.7305402271598556,1.358961582183838,0.6285422532031308,23
26,0.7667799907932968,0.7369064070208724,1.3060957789421082,0.6331517059444721,24
27,0.7508396550271769,0.7437874292119,1.2942797975106672,0.641726446076234,25
28,0.7368646508935794,0.7491955608410135,1.2813509594310413,0.6460838717714374,26
29,0.7183869638021774,0.7567263545342483,1.264475253495303,0.6458534261582396,27
30,0.6930699809542242,0.765068087827659,1.2458211291920056,0.6541465267990395,28
31,0.6648652468189776,0.7756902041575969,1.2266410968520425,0.6596828676890837,29
32,0.6516755348515552,0.7799459371936839,1.245034775950692,0.6577739965121635,29
33,0.6398852081589184,0.7838662877335053,1.221440239386125,0.6705423845395614,30
34,0.6320369990469048,0.7861658270637174,1.2158316373825073,0.6614333683415604,31
35,0.623702066226848,0.7886632946537941,1.175923610275442,0.6770301877660196,32
36,0.6187228150985253,0.7898406547252402,1.1865196851166813,0.6839197232883455,32
37,0.6108520379606283,0.7911493332155667,1.1889044371518223,0.6765643682523249,32
38,0.6045022721867209,0.7951973676648468,1.166684852405028,0.6839866349165824,33
39,0.5900147575150223,0.7986692565573765,1.1758711663159458,0.6765226124917371,33
40,0.6010363508354534,0.7958692378335842,1.1737789836796848,0.680460153180492,33
41,0.5874907432146383,0.7994817459072896,1.1769078292629935,0.6843871471752727,33
42,0.578351078781828,0.8029433118933462,1.159511455080726,0.6886288537492982,34
43,0.576719291827691,0.8036758676449747,1.1876825852827593,0.6845341567106971,34
44,0.5723209331518176,0.8041467201343198,1.1803883070295507,0.6894432050228516,34
45,0.570037298300663,0.8064683489020088,1.1536735783923755,0.6865252959876472,35
46,0.5634975572904224,0.8076955852252432,1.1831712126731873,0.6816270491130009,35
