epoch,train_loss,tran_acc,val_loss,val_acc,sav_version
0,2.2909385241938702,0.5094474303995835,2.1770345080982554,0.5445376465602798,1
1,1.6332962257375438,0.5502846311206818,2.0132363763722507,0.5566155515176491,2
2,1.4968480407476017,0.5648279068199717,1.9333331314000217,0.5639263070766951,3
3,1.4178002150553577,0.5759597337425355,1.9023981365290554,0.5668032983524625,4
4,1.3557282213894826,0.5870919562009043,1.865233757279136,0.5801747865246948,5
5,1.294620613495645,0.6055983839604885,1.903358432379636,0.578802744666378,5
6,1.2400621456919976,0.6233757521651393,1.9378154602917759,0.574339400092621,5
7,1.2024334751925787,0.634678479699588,1.9627050757408142,0.5755853406557742,5
8,1.1737597852587496,0.6426205437253659,1.9828129573301836,0.5723842313599113,5
9,1.1478146965875837,0.6503330204796683,2.0432153777642683,0.575002931084838,5
10,1.1290088233571518,0.656496388179934,2.1174705624580383,0.5668410520455135,5
11,1.1119620872607157,0.6614133618777851,2.1619004011154175,0.5701054718949338,5
12,1.0995042797427235,0.6643978238217695,2.146765026179227,0.5709294229753192,5
13,1.0847456769100798,0.6692980329050768,2.211262410337275,0.5709298726265348,5
14,1.0724171257959632,0.6731561519614998,2.225776585665616,0.570672764712005,5
15,1.0603001534836574,0.676842457725123,2.202826104380868,0.5675779121490584,5
16,1.0506960888669585,0.6797504545877221,2.176353460008448,0.5729023046081544,5
17,1.0391565675800907,0.6847790434176256,2.2489810423417524,0.5749234585542311,5
18,1.0297939190529224,0.6882283981628674,2.2486241080544214,0.5742084806467286,5
19,1.0182615998065287,0.6923309471087665,2.224808145653118,0.5763729833877022,5
20,1.0065268339464635,0.6971449826867187,2.258570746942,0.5739013952044079,5
21,0.9971580439938894,0.7008360821431789,2.3455781286413018,0.5726570854299738,5
22,0.9871957499412485,0.7040302751201686,2.255239313299006,0.5793104913728708,5
23,0.9781206131594872,0.7072825324024726,2.3244656216014516,0.575570524160608,5
24,0.9717347004401337,0.7093918738497625,2.288006294857372,0.5814595003972008,5
25,0.963700985826718,0.71143162939408,2.281397971239957,0.5771382275502287,5
26,0.957253256751988,0.7137885509193833,2.331042181361805,0.579177046492058,5
27,0.9482068536007588,0.7165586564776512,2.3088950514793396,0.5800205731287363,5
28,0.9430426469593474,0.7185929512439245,2.344094915823503,0.5815213399180341,5
29,0.9363770995091002,0.7206614619283384,2.3535287271846426,0.5816904840053854,5
30,0.9288881103129575,0.7227779059613014,2.3504195646806196,0.5791144105941864,5
31,0.9228014912245408,0.7246385965573638,2.426771640777588,0.5789583789319342,5
32,0.9169709793903815,0.7271510196088482,2.370316581292586,0.5828304919774939,5
33,0.9106527960525369,0.7295587288427527,2.389845447106795,0.580225432077466,5
34,0.9031627277362817,0.7313195633832672,2.4403535344383935,0.5814576472145419,5
35,0.896944318790992,0.7334644458809878,2.4205895120447334,0.5824443335296586,5
36,0.8917421000285991,0.7350720144168581,2.403120983730663,0.5793534570575797,5
37,0.8846636996261047,0.7377637273467655,2.4377115314657036,0.5806475464066885,5
38,0.8771941467582873,0.7403297280013666,2.4408922412178735,0.5805517861439466,5
39,0.8722349036210193,0.7419959822799824,2.3666084571318193,0.5828377208222967,5
