epoch,train_loss,train_acc,val_loss,val_acc,sav_version
0,1.4424405753351095,0.5605922501561293,1.3461716355770592,0.5694087774165829,1
1,1.2518093389900107,0.5895407778567295,1.1895028568628265,0.5997715020842428,2
2,1.112533916036288,0.6220161339901948,1.0780986202514078,0.6283456559231434,3
3,1.0348450359545256,0.6422434662795051,1.0216164807165702,0.645615985837894,4
4,0.9914168954418416,0.6559450703055055,0.9882085278747589,0.6567182924748106,5
5,0.9605141982697604,0.6664825447984822,0.9541163627556929,0.6683829363464062,6
6,0.9365493036414447,0.6761017642275972,0.940587962706258,0.675024516141884,7
7,0.9193969323577588,0.6834566828986264,0.9232053803646658,0.6815608331503406,8
8,0.9016537838991274,0.6905040375543727,0.9168418789003777,0.6859278746176048,9
9,0.8857298607888975,0.6964333983857025,0.9003608293655351,0.6926277134183707,10
10,0.8722541777841878,0.7015747692277863,0.8826452357562509,0.6999112861480438,11
11,0.8541935915094718,0.7099693110614013,0.8660633930071132,0.70689104989942,12
12,0.8367369175610835,0.7178620138273665,0.8575481995353549,0.715356532884254,13
13,0.8218238223540155,0.7255508324489129,0.8365945476950623,0.7243069361356073,14
14,0.8033834065784488,0.73333604246856,0.8159092786743884,0.7317285299107968,15
15,0.7887652151286602,0.7393615657367528,0.8063988680914631,0.7378999910983639,16
16,0.7748098570134556,0.745269333324759,0.8043271810051025,0.7358263404559076,17
17,0.7653280546659963,0.7489371708488759,0.7835686035512939,0.7453697764654108,18
18,0.7567673226458984,0.7517058380681564,0.7805563062429428,0.7471471852483014,19
19,0.7473595300525949,0.7553942401526075,0.7887214074923298,0.7442763967926034,19
20,0.7420786343253496,0.7579173523203186,0.7675990721606832,0.7501000409506736,20
21,0.7328820892331893,0.7605792110681407,0.7661630912559239,0.7528562469882965,21
22,0.7274959254813822,0.7629537317185291,0.7588687386569075,0.754982299510869,22
23,0.7188765605682866,0.7658071708996548,0.7513329684734344,0.7571006688469771,23
24,0.7144380095496512,0.7672695349907572,0.7534823349611027,0.7563111830411539,23
25,0.7093027603992245,0.7693447428999918,0.7467563821105506,0.7617105019227233,24
26,0.7011547581799198,0.7717157087801088,0.7486879698873505,0.7588495422382655,24
27,0.6997957308302846,0.7725265714014036,0.7396479266600346,0.7615338563484564,25
28,0.6927815072369157,0.7745020949644713,0.7347262961657968,0.7652631101807527,26
29,0.6888861177129704,0.7760010837494148,0.7374051596940033,0.763288442945487,26
30,0.6835433363130218,0.7773561975842791,0.7320036119598103,0.7654537958960039,27
31,0.6794185157865286,0.7791579933564076,0.7333499725878708,0.7647913253929427,27
32,0.677050608252747,0.7797385299397305,0.7328397601138888,0.7664343313669534,27
33,0.6713165454958615,0.7816468743711348,0.7276413332758926,0.7671070787405488,28
34,0.667633037504397,0.7829697782133833,0.7233478185229414,0.7689441502454151,29
35,0.6624607741048462,0.7844947310012909,0.7221515506036639,0.7691023793518743,30
36,0.6581898133090713,0.7855710414973414,0.7129430263999879,0.7726792529379657,31
37,0.6542620085049093,0.7877631027498184,0.7145364322061614,0.7725561016548589,31
38,0.6502468061551713,0.7882193167683362,0.7247763836947013,0.7686247382152911,31
39,0.6442658438363619,0.7900635145156674,0.7132372078229123,0.7733757885372001,31
40,0.642221031847753,0.7905846017541367,0.7126839489448727,0.7742167799327464,32
41,0.6386049373630892,0.7915923955371491,0.7190836402844256,0.772011829664422,32
42,0.6345628502468268,0.7928335372901575,0.7228184683820394,0.7703996358312426,32
43,0.6322282157511565,0.7935319709084727,0.7195486719683399,0.7713284863564127,32
44,0.626848611732324,0.7953368314463721,0.7126056402921677,0.7728615749441696,33
45,0.6232257289452511,0.796413336942772,0.7062078503173167,0.7770025278407636,34
46,0.6192959375548781,0.7973833283180242,0.7109424214898132,0.7755137136946576,34
47,0.6147244066914969,0.798800162562775,0.708400468070676,0.7784262655332082,34
48,0.6103755327039644,0.7999470700973947,0.7254081721615604,0.7688692283320155,34
49,0.6078679225031745,0.8004331871324032,0.7178010439544212,0.7723232854625531,34
50,0.6037508251112804,0.8018905745245941,0.724453983227099,0.7702377712831594,34
51,0.5994025446801332,0.8034762602203919,0.7099352569326641,0.7761058411242107,34
52,0.5959281199268605,0.8045980305828053,0.718439933821911,0.7744689348858224,34
53,0.5921898903423234,0.8054082567234331,0.720311313515573,0.7736908002821529,34
54,0.5914460689548338,0.80538441749391,0.7146092917271486,0.7777398596001712,34
55,0.5858909484325794,0.8066721563798975,0.7161049293720816,0.7738828852482599,34
56,0.5808270182983394,0.8081916809589079,0.7186512588046667,0.7749017954188241,34
57,0.5780066177771802,0.8090075563286871,0.7179219329685677,0.7747728217588361,34
58,0.5730421394501862,0.8109069061607617,0.7232215859758573,0.7754173666864694,34
59,0.5702674377774983,0.8116874686466927,0.7174369286833786,0.7759987932947009,34
60,0.5647887664209855,0.813335771642183,0.7241303163954592,0.7738346593497214,34
61,0.562473986748802,0.8134903271720906,0.7337467519082422,0.7714196700406025,34
62,0.5581029498328766,0.8151875934089191,0.7201342948778408,0.775689935590019,34
63,0.553798244534093,0.81594582893531,0.7222076381050696,0.775746801787985,34
64,0.5505366296425723,0.8167909434332198,0.7237660044760216,0.7759235131854826,34
65,0.5474774554045054,0.8180076121959683,0.7276478674937421,0.7728497046962498,34
66,0.5442779062544567,0.8189971269791864,0.73082896058015,0.7745053030532874,34
67,0.5376372034677811,0.8203802241871445,0.7325729236124069,0.7720371429072636,34
68,0.534881485018291,0.8216218497817619,0.7421836388392711,0.7699681983476133,34
69,0.5300706407872209,0.8230217552426491,0.7368585347659945,0.773084780073579,34
70,0.5275633935800247,0.823442243417118,0.736653474020207,0.7755568289612467,34
71,0.5228815904115899,0.8246269819820712,0.7430425573756375,0.7732717030503476,34
72,0.5190095687579167,0.8261204519145947,0.7438328249717322,0.7727913467943435,34
73,0.5154470326476975,0.8267410050546257,0.7540738474665665,0.7703318496724243,34
74,0.509381521728478,0.828524935500589,0.7626356414453251,0.7688895193598774,34
75,0.505833537373365,0.8295976532051171,0.7620231010547773,0.7697502504076612,34
76,0.5036148356371805,0.8304897975945827,0.7608098086175017,0.7683723655631145,34
77,0.4986473176889775,0.8317768762795055,0.7629527116385032,0.769813022155332,34
78,0.4929232299131782,0.8330932487884192,0.7701546374972411,0.769121746361059,34
79,0.4895322339707299,0.8345161141531274,0.76984375374993,0.7692046554703303,34
80,0.486191142533432,0.835264044422903,0.7707907860203991,0.7717497774713394,34
81,0.4816159111104513,0.8368503236105566,0.7649224736089781,0.7671974989887156,34
82,0.47661208682938627,0.8380998299789215,0.7787031756611321,0.7667522989195942,34
83,0.47236906223391234,0.8395917142655871,0.7859157662926697,0.767956744578951,34
84,0.47093905450351403,0.8398955041097297,0.7812329509596186,0.7673435665018417,34
85,0.4647832502137151,0.8420503472295016,0.7890112499787113,0.7664453597423447,34
86,0.4616570564346355,0.8425494563809651,0.793280027161433,0.7666920745044592,34
87,0.4581872849087966,0.8435442115520766,0.7930048786279723,0.7658422240993036,34
88,0.45209319524205566,0.8454943281850847,0.8013659884610514,0.7649594182969198,34
89,0.4484837363032918,0.8470259679988964,0.8047147155042709,0.7664752491217324,34
90,0.44581128007225823,0.8476635367477321,0.8073956312861029,0.7637282080078209,34
91,0.4419919814783753,0.8484665408036585,0.8145855950323615,0.7610603139151805,34
92,0.43796809344438087,0.85000936971297,0.817118711241587,0.7640897214367453,34
93,0.43286594313226245,0.8511891564242039,0.8193195891661906,0.760916118136277,34
94,0.4305306031058232,0.851762354078828,0.8306139191304605,0.7612155329525011,34
95,0.42370253817684816,0.8543370895069637,0.8331132803376265,0.761934271956203,34
96,0.4210924487234208,0.8546936687666439,0.839502167279326,0.7597879686004366,34
97,0.4171050751418398,0.8564454480980217,0.8490882654359021,0.7568701755406222,34
98,0.4130516605549737,0.8573825925772889,0.8419010356420608,0.7586766749595468,34
99,0.4100872372652878,0.8584066159680616,0.857770142475451,0.7569746354783254,34
